Price,Close,High,Low,Open,Volume,Returns,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2021-09-28,138.7916717529297,141.5692619814985,138.57650484135823,140.10222299723426,108972300,-2.3801244566478474,1.3241487216410235
2021-09-29,139.6914825439453,141.2758801966286,138.90905860704783,139.3393925185162,74602000,0.6483175680868092,1.3380992451893554
2021-09-30,138.3906707763672,141.20739026450596,138.17550387527373,140.50321039247126,89056700,-0.931203351764065,1.3332465705122247
2021-10-01,139.51544189453125,139.77951316685906,136.0532354539415,138.78192218967357,94639600,0.8127506802692253,1.3361904246729852
2021-10-04,136.08251953125,139.08506612814298,135.23164179626298,138.64494254598642,98322000,-2.460603870556788,1.4010099445559578
2021-10-05,138.0092315673828,139.11440557964133,136.29768628924325,136.42483442827913,80861100,1.415840949131142,1.391014577494568
2021-10-06,138.87969970703125,139.02639764577518,135.32946035449564,136.4052949835953,83221100,0.6307318211705493,1.408469763240786
2021-10-07,140.141357421875,141.05092948182715,139.58389028870607,139.91641559084152,61732700,0.908453659897912,1.4382788290078004
2021-10-08,139.75990295410156,141.01177498221017,139.42737771114903,140.86507705840515,58773200,-0.2721926451911827,1.258633550890621
2021-10-11,139.67189025878906,141.62794225299882,138.69386426168418,139.14376278668908,64452200,-0.06297421037949613,1.2515264637853571
2021-10-12,138.40042114257812,140.10219135240365,137.94074783745552,140.0826266584547,73035900,-0.9103257025125933,1.2501529204823485
2021-10-13,137.8136444091797,138.29286758829517,136.1412134172162,138.13639477336537,78762700,-0.4239703380627402,1.235125646886942
2021-10-14,140.6009979248047,140.7183711807061,138.40043965116223,138.9872611601966,69907100,2.0225526489591417,1.3377395685818032
2021-10-15,141.6573028564453,141.71598203721894,140.3565262964831,140.61082264449493,67940300,0.7512784028784525,1.291868024965203
2021-10-18,143.3297119140625,143.61333288501362,140.0142044027078,140.2978253736589,85589200,1.180602075497661,1.2186190833398358
2021-10-19,145.49118041992188,145.89217476638268,143.32975075206528,143.77963447251219,76378900,1.5080393848522888,1.2565009126464723
2021-10-20,145.9801483154297,146.45938640466994,144.8651993263839,145.43245616972183,58418800,0.33608078104565564,1.2071214620088577
2021-10-21,146.1953582763672,146.351846056513,144.62073543195302,145.54008248593965,61421000,0.1474241281578026,1.2002366281856478
2021-10-22,145.4227294921875,146.87997909365214,145.37382519364579,146.40075576903482,58883400,-0.5284906397090339,1.2083610940540026
2021-10-25,145.37379455566406,146.08774940871533,144.3762037849461,145.41290903215594,50720600,-0.03365012931219047,1.179694965617023
2021-10-26,146.03887939453125,147.5254684740955,145.73567873669694,146.04865428407604,60893400,0.45749981342926294,1.023779581215789
2021-10-27,145.5791778564453,146.43983059903536,145.22708789518356,146.07796575011088,56094900,-0.31478024207788335,1.0271883489465214
2021-10-28,149.21743774414062,149.804244404835,146.43005760449074,146.5278661763529,100077900,2.499162271188937,1.1094192099937155
2021-10-29,146.50828552246094,146.64520855406127,143.19277825689716,143.98497686283406,124953200,-1.8155734762883458,1.207213956233203
2021-11-01,145.686767578125,146.4104973070888,144.55225377378474,145.71610716586716,74588300,-0.5607313889493204,1.0466164032135763
2021-11-02,146.7234344482422,148.23937742039493,145.383528956519,145.39331876553575,69122000,0.7115724285400749,1.0202695888612976
2021-11-03,148.16119384765625,148.6306422432943,146.52789189067994,147.0853590623447,54511500,0.9799112219672335,1.0289696991625097
2021-11-04,147.64283752441406,149.0805222679595,147.32986198602657,148.249208975671,60394600,-0.34985971007710503,1.0301429753005253
2021-11-05,148.17172241210938,149.07281782729038,146.97678796158638,148.76918963737086,65463900,0.3582191297345272,1.0224217706945096
2021-11-08,147.3489990234375,148.45578635175377,147.07475321655346,148.29907019202702,55020900,-0.5552499324963267,1.0373752575956736
2021-11-09,147.7113494873047,148.31860574960734,146.97675951376903,147.11388237768483,56787900,0.24591308137054124,0.9994857651476146
2021-11-10,144.88076782226562,147.04536675115244,144.81221384507222,146.93762626246985,65187100,-1.916292603692138,1.1085517385643573
2021-11-11,144.831787109375,146.35973220816493,144.64568854947308,145.89940280376894,41000000,-0.033807601676094645,1.0285771313370071
2021-11-12,146.90823364257812,147.3097982131486,144.449795829464,145.38027365145768,63804000,1.4336953058757818,1.0602857175201297
2021-11-15,146.91802978515625,148.75940720761815,146.35973409824072,147.2804228094717,59222800,0.006668205270199401,1.034596679958793
2021-11-16,147.89749145507812,148.37742909241703,146.2715949157919,146.8592730453793,59256200,0.6666722058240149,0.9917821485676418
2021-11-17,150.3363037109375,151.81527292494047,147.88767027666427,147.89745943010328,88807000,1.6489882498109454,1.0508473275404844
2021-11-18,154.62631225585938,155.40987800940817,149.90535437132496,150.55179723889825,137827700,2.853607837246419,1.2120413743763363
2021-11-19,157.2512664794922,157.71161083201548,153.31385912302107,154.41084228889372,117305600,1.6976116065481328,1.23514042831249
2021-11-22,157.71157836914062,162.2954127503928,157.69198511799027,158.35800620438556,117467900,0.29272380436342615,1.231273666679152
2021-11-23,158.09356689453125,158.47555309859132,155.79184557181551,157.80951705712113,96041900,0.24220702711916786,1.2318262807862401
2021-11-24,158.6126708984375,158.80855857074818,156.35992530368637,157.44711907207267,69463600,0.3283523890966089,1.220401893830068
2021-11-26,153.5880889892578,157.15329885394945,153.14733793761846,156.2913900038225,76959800,-3.167831347091443,1.3655781630259058
2021-11-29,156.94761657714844,157.8780943084946,155.52739720558188,156.09548196515397,88748200,2.187362060430087,1.3551213368673498
2021-11-30,161.90367126464844,162.11915223655976,156.63420649835714,156.70277541909022,174048100,3.1577763304636353,1.473049188169614
2021-12-01,161.38455200195312,166.8009284808444,161.1494777894876,164.03886252915143,152052500,-0.320634645675677,1.484735892158598
2021-12-02,160.39527893066406,160.82624080588923,154.55774519881157,155.47843376037946,136739200,-0.6129911810128452,1.4995978194364379
2021-12-03,158.51475524902344,161.57066041655554,156.43831855392804,160.64997170977935,118023100,-1.172430818523995,1.5324029175709681
2021-12-06,161.92327880859375,164.43067767179699,160.90463867961986,160.91442783547066,107497000,2.150287873337464,1.5834053601277054
2021-12-07,167.662841796875,168.05463216133037,164.881197462976,165.60599842826275,120405400,3.5446188037396853,1.7061436110640817
2021-12-08,171.4827117919922,172.3446356103418,167.19270089919112,168.59332710400926,116998900,2.278304455643787,1.7402646567105808
2021-12-09,170.97335815429688,173.1183631784156,170.34650866761442,171.3161727723624,108923700,-0.29702914793717783,1.6440492561262092
2021-12-10,175.76290893554688,175.93921831838114,171.1007161505561,171.61003610118843,115402700,2.801343339660911,1.686051552364039
2021-12-13,172.129150390625,178.38785718223016,171.9234585953343,177.39859965742585,153237000,-2.0674205763483333,1.8140161631264733
2021-12-14,170.74815368652344,174.08809416294085,168.6717167664171,171.64924923572576,139380400,-0.8023026320455151,1.8417006658354893
2021-12-15,175.61599731445312,175.81188500506997,168.76961267963995,171.5120851840939,131063300,2.8508909307836783,1.8990890125324458
2021-12-16,168.72067260742188,177.4182254018164,167.2417030442552,175.59644109880878,150185800,-3.9263648030222864,2.1700855368150727
2021-12-17,167.62367248535156,169.90580094866743,166.20346789014454,166.43852716670187,195432700,-0.6501871437075146,2.1194944713892636
2021-12-20,166.2622528076172,167.07520110962366,164.0193105827762,164.822454783558,107499100,-0.8121881936773212,2.1145187909222893
2021-12-21,169.43569946289062,169.6413763687382,165.64520351422067,168.03507291258404,91185900,1.908699420153681,2.1448735901452367
2021-12-22,172.03118896484375,172.24666990143447,168.61289133008395,169.48460422982922,92135300,1.5318433542522714,2.1598139647080257
2021-12-23,172.6580352783203,173.21633086134378,171.6687927754853,172.23687751170715,68356600,0.3643794577300019,2.1597261352725785
2021-12-27,176.62486267089844,176.71300990463334,173.43184943831818,173.45142774896462,74919600,2.2975052311835276,2.0194376958765137
2021-12-28,175.606201171875,177.6042945644057,174.86182193569553,176.45833582983963,79144300,-0.5767373197744452,2.0083244623651706
2021-12-29,175.6943359375,176.91865254996387,174.47980847763824,175.6453602839472,62348900,0.05018886863723537,1.9167078161063298
2021-12-30,174.53860473632812,176.85991961465393,174.4308642572052,175.78251482342475,59773000,-0.6578078883447969,1.9250942139402862
2021-12-31,173.9215545654297,175.5474359178977,173.61791144491113,174.43085959378186,64062300,-0.3535322009882047,1.918700271754118
2022-01-03,178.27032470703125,179.12245940789794,174.05868664745196,174.17621628400974,104487900,2.500420463965858,1.9336607143392717
2022-01-04,176.0077667236328,179.18120100693088,175.43968197842852,178.87757285498617,99310400,-1.2691725261154474,1.9411573067416397
2022-01-05,171.32598876953125,176.46811917460536,171.0517430102158,175.91962765597447,94537600,-2.6599837275663396,1.9137682575360562
2022-01-06,168.46597290039062,171.6981718811385,168.11336910348592,169.15158724290762,96904000,-1.669341522369927,1.8833857929067328
2022-01-07,168.6324920654297,170.5620164817169,167.5159157741246,169.3376997173353,86709100,0.09884439104952403,1.8829747732274604
2022-01-10,168.652099609375,168.95572780142643,164.7146923768041,165.60599864366586,106765600,0.01162738195061852,1.7597754476515075
2022-01-11,171.4827117919922,171.58064816981238,167.31024547595837,168.77942565072325,76138300,1.6783735210965878,1.7489157930312171
2022-01-12,171.92347717285156,173.53956952156884,171.22807353490404,172.50135116951776,74805200,0.25703196331186007,1.7394898967404087
2022-01-13,168.652099609375,172.9910714162829,168.26030924441002,172.16833406776786,84505800,-1.9028102602808183,1.6593775659016872
2022-01-14,169.51402282714844,170.20942643626557,167.57469415475944,167.8195575274604,80440800,0.5110658093019804,1.4115025828357428
2022-01-18,166.31118774414062,168.99488045377709,165.92920152184269,167.98604466295757,90956700,-1.8894219071620477,1.4690922145777798
2022-01-19,162.81454467773438,167.56489994287205,162.53050974989438,166.50708841129685,94815000,-2.102470142769719,1.532265763377102
2022-01-20,161.12986755371094,166.19363965286126,160.8066461501134,163.54911855874857,91420500,-1.0347215154260292,1.4699168640586158
2022-01-21,159.0730438232422,162.91249968467412,158.965303342259,161.04173994454513,122848900,-1.2765006027098735,1.4251294957924443
2022-01-24,158.29930114746094,158.96533743052825,151.5214833824531,156.7321842051612,162294600,-0.4864071606255349,1.4143615855745255
2022-01-25,156.4970703125,159.41583739515477,153.79378418345803,155.71350456711474,115798400,-1.138495762076741,1.267481484645592
2022-01-26,156.40892028808594,161.01234841002858,154.57734716045317,160.14063545703362,108275300,-0.056326948637464014,1.2732156421907346
2022-01-27,155.9486083984375,160.47367939334515,155.02791959361053,159.1122394434115,121954600,-0.294300279549653,1.2667050005902778
2022-01-28,166.83026123046875,166.84985447866055,159.4549800121827,162.30519234067697,179935700,6.977717174769138,2.1124508595547535
2022-01-31,171.1888885498047,171.40436952425716,166.0271642085972,166.66381797685227,115541600,2.6126119369403122,2.203621723028977
2022-02-01,171.0223846435547,171.2476547749565,168.76963849371157,170.43470653654342,86213900,-0.09726326729526669,2.119941156215182
2022-02-02,172.22706604003906,172.26625254169926,169.7686436179964,171.15946552150538,84914300,0.7043998357262771,2.112813312473026
2022-02-03,169.34747314453125,172.61885859356588,168.58350075012603,170.89501118442868,89418100,-1.6719746563170101,2.0604078614412376
2022-02-04,169.06307983398438,170.74008547588204,167.38607419208668,168.36677539536157,82465400,-0.16793478241281523,2.0249039328401657
2022-02-07,168.34719848632812,170.59299800892276,167.65089393875687,169.52403712153145,77251200,-0.42344037998078843,2.0274259164853348
2022-02-08,171.4560089111328,171.9659777736799,168.12161553517308,168.41582891603926,74829200,1.8466659693521237,2.068582752817764
2022-02-09,172.8780059814453,173.24086063611506,171.5246335396632,172.65244889591918,71285000,0.8293655494159724,2.0430912625959925
2022-02-10,168.79827880859375,172.0934353035554,168.23928692904147,170.7792993410732,90865900,-2.3598879161583097,2.1124194012262985
2022-02-11,165.385498046875,169.73981504022757,164.79707116938303,169.00428892552117,98670700,-2.02181016643459,2.118010743661441
2022-02-14,165.62086486816406,166.30735288699964,163.345630332233,164.13999610862248,86185500,0.14231406264069157,2.1142241475422825
2022-02-15,169.4553680419922,169.61228383864895,166.96439336840055,167.670499489042,62527400,2.315229531545082,2.135385415368274
2022-02-16,169.2200164794922,169.99476394129306,166.7682631690513,168.53352854543166,61177400,-0.13888705044839966,2.0722817653692824
2022-02-17,165.62086486816406,168.59238905022963,165.21877368416162,167.72936698979834,69589300,-2.1269065481767657,2.120717746797471
2022-02-18,164.0713348388672,167.24879755806595,162.98275576839345,166.54270637048876,82772700,-0.9355886593940377,2.1099200050177607
2022-02-22,161.1488800048828,163.4731378050802,159.02074455035495,161.7961316314083,91162800,-1.7812098846239577,2.1507664954759487
2022-02-23,156.98085021972656,162.94350042130728,156.66701864895236,162.34527208329274,90009200,-2.5864466355769666,2.218338115471366
2022-02-24,159.59930419921875,159.70718192000658,149.06656887940355,149.63537731952917,141147500,1.6680085346888696,2.247779354878918
2022-02-25,161.66864013671875,161.9334187541049,157.76543758855004,160.67812209433018,91974200,1.2965820545915108,2.260291789496032
2022-02-28,161.93341064453125,162.22762405787608,159.29532147992174,159.9131681515143,95056600,0.16377357265366932,1.6037356962067197
2022-03-01,160.05044555664062,163.3848388800103,158.84418717486,161.52149747345592,83474400,-1.162802092783699,1.480566779590348
2022-03-02,163.3456268310547,164.1301909633288,159.80529409089044,161.2175065361206,79724800,2.058839175957128,1.5736239209201033
2022-03-03,163.02197265625,165.65025991761865,162.35510295615475,165.21874895199736,76678400,-0.1981407039072014,1.558662462548955
2022-03-04,160.02101135253906,162.3550849729684,158.9716688608393,161.31554410601458,83737200,-1.8408324073214355,1.5671321733019432
2022-03-07,156.22573852539062,161.83535182075346,155.97074658012755,160.2073838791356,96418800,-2.371734058590058,1.6354799906226
2022-03-08,154.40159606933594,159.73661287922712,152.79324673379338,155.754968485403,131148300,-1.1676324741830002,1.6449265776757063
2022-03-09,159.80526733398438,160.25639649791017,156.33359145766846,158.36363528455044,91454900,3.499750910749566,1.7990515948284729
2022-03-10,155.4607696533203,157.29467624132576,152.96978004521466,157.10834060556428,105342000,-2.7186198259562366,1.8522424636463737
2022-03-11,151.74388122558594,156.20607434732403,151.51832415633135,155.86282296707049,96970100,-2.390885132000242,1.8538811591276039
2022-03-14,147.7132110595703,151.14566528522778,147.2032572060636,148.52719485737234,108732100,-2.656232418375759,1.8861698445849222
2022-03-15,152.09698486328125,152.5677323353664,147.4778893963599,147.9878433779772,92964300,2.967760142959075,2.040019355670799
2022-03-16,156.5101318359375,156.9122229988077,151.4791438617729,154.01915688013034,102300200,2.901534817815876,2.084890339389769
2022-03-17,157.52024841308594,157.89291972026123,154.58796090972857,155.54904405714797,75615400,0.6454001190205894,2.096925583695326
2022-03-18,160.81536865234375,161.30571922205453,156.67680864683973,157.4123345014059,123511700,2.091870900696269,2.119441795594447
2022-03-21,162.18838500976562,163.13966646337798,159.8641127641069,160.3544634117704,95811400,0.8537842924640549,2.121227053009399
2022-03-22,165.56201171875,166.15042355950408,161.7274657879275,162.3158776286816,81532000,2.0800667746837975,2.1297612951467353
2022-03-23,166.92515563964844,169.308252341418,164.41454803066404,164.7479978071537,98062700,0.8233434148010366,2.0328873858817285
2022-03-24,170.710693359375,170.77933467330854,166.92518550141648,167.75877268098228,90131400,2.267805415679014,2.057977996511608
2022-03-25,171.34811401367188,171.8973042886656,169.41613146208226,170.5243286011813,80546200,0.37339234101463337,2.046117901941755
2022-03-28,172.21116638183594,172.33864738407132,168.68063546771577,168.84735290472764,90371900,0.5036836110698051,2.046242130365851
2022-03-29,175.50633239746094,175.55535549692144,172.936884505865,173.28013598798506,100589400,1.9134450366120825,2.0438985194533403
2022-03-30,174.3392791748047,176.14376602591867,173.289921571538,175.1042250130881,92633200,-0.6649635980160995,2.0239373367441376
2022-03-31,171.24024963378906,174.59424618696573,171.0342957824536,174.40791055107027,103049300,-1.777585381610025,2.076406059596611
2022-04-01,170.94607543945312,171.5050824752612,168.6218176816175,170.6714802176125,78751300,-0.17179033256786713,2.0200206393851965
2022-04-04,174.99635314941406,175.0453912102986,171.0735477076942,171.20104367313095,76468400,2.3693306205180953,1.9611224520584367
2022-04-05,171.68154907226562,174.85902633621265,171.05390090505156,174.07446238611692,73401800,-1.894213232157027,2.0016514696469083
2022-04-06,168.51393127441406,170.27919687020847,166.84674180895354,169.03370184368734,89058800,-1.8450542967306416,1.9431592865305458
2022-04-07,168.81793212890625,170.01438898962488,166.57213259059588,167.85684898260146,77594700,0.1804010221547525,1.8110564095728032
2022-04-08,166.80747985839844,168.4648674430598,165.93465630346196,168.4648674430598,76575500,-1.1908997137654032,1.7308345176467579
2022-04-11,162.55125427246094,165.76795361235142,162.3060789266503,165.45413695115786,72246700,-2.551579575178864,1.7209568537020183
2022-04-12,164.4243621826172,166.5917033939569,163.42404279659993,164.7774152033108,79265200,1.1523183370930168,1.6290210966395438
2022-04-13,167.1114959716797,167.73914420674996,163.55156041909547,164.1595904381064,70618900,1.6342674244818056,1.5494237750399729
2022-04-14,162.1001434326172,167.9647491437104,161.85496805900578,167.32728419373043,75329400,-2.9988077779590783,1.7168112998415184
2022-04-18,161.8843994140625,163.3848714713772,160.41334720380755,160.75658374094354,69023900,-0.13309304605543248,1.6558706798531102
2022-04-19,164.16941833496094,164.58132611655063,160.74677981846057,161.8353590370808,67723800,1.411512739441867,1.6747755259947765
2022-04-20,164.00265502929688,165.62082096364503,162.89447286562967,165.5031266456754,67929800,-0.1015800064076533,1.6069172536289686
2022-04-21,163.20831298828125,168.21969736612456,162.70816069883412,165.65026467883652,87227800,-0.4843470618653867,1.5967256961163308
2022-04-22,158.6676483154297,164.63031369845396,158.38325153783305,163.2475363117759,84882400,-2.7821283056688406,1.6017987714983084
2022-04-25,159.7366180419922,160.0210148088947,155.40192048493418,158.01057433340998,96046400,0.673716247711309,1.6103505362426607
2022-04-26,153.7740020751953,159.20708193806465,153.69554415749639,159.1188223922725,95623200,-3.732779646824247,1.7650284026777223
2022-04-27,153.54843139648438,156.70627626102967,152.38139429047249,152.90116485569044,88063200,-0.1466897366699471,1.671342683204529
2022-04-28,160.48194885253906,161.34497072445453,155.8628394699356,156.17667104674604,130216800,4.5155247715630065,2.031888502815785
2022-04-29,154.6075439453125,162.99254251007733,154.2152694364459,158.71668452045293,131747600,-3.6604770500539785,2.1401226581639805
2022-05-02,154.9115753173828,155.17635387935172,150.31208408187865,153.68569876055605,123055300,0.19664717795262465,2.1445672726142417
2022-05-03,156.40225219726562,157.60852567132414,153.30324720330452,155.09791756360522,88966500,0.9622759802349945,2.0682630785592084
2022-05-04,162.8160400390625,163.26715427373458,156.18648942865437,156.58858056796436,108256500,4.1008283139729595,2.2847306972553914
2022-05-05,153.7445526123047,160.91347698312873,151.9596689981739,160.68791986588977,130525300,-5.571617774625526,2.55811915533985
2022-05-06,154.4713134765625,156.59274408051633,151.42666686979732,153.223988771511,116124600,0.4727067410905006,2.562599095324321
2022-05-09,149.3445281982422,153.04720818256274,148.78471498335946,152.16327128379606,131577900,-3.318923859023304,2.639674016958235
2022-05-10,151.7507781982422,153.94096598283207,150.1989918029188,152.74275136095326,115366700,1.6112073398537374,2.635009880572805
2022-05-11,143.8838348388672,152.67400468671187,143.20615431110124,150.75883036017825,142689800,-5.1841206040458605,2.824086005077109
2022-05-12,140.01419067382812,143.58918770892123,136.32134136947613,140.22044713133192,182602000,-2.6894224562283853,2.8073315387297537
2022-05-13,144.48292541503906,145.45525149236786,140.55435700186288,142.0079231185743,113990900,3.1916298767323825,2.896962880864123
2022-05-16,142.9409942626953,144.88564694988057,141.60528003698874,142.9508252776519,86643800,-1.0672064867972675,2.897698310298263
2022-05-17,146.5749053955078,147.0954395557584,144.06060880808,146.2016865687997,78336300,2.542245596902837,2.9491764057816217
2022-05-18,138.3052978515625,144.72850245560213,137.40171366939953,144.22761523431257,109742900,-5.641898605788731,3.1601051625705905
2022-05-19,134.89723205566406,139.13026237954173,134.160625433561,137.38205052865445,136095600,-2.4641614231988296,3.1806181238076263
2022-05-20,135.1329345703125,138.1873972505803,130.2418708685785,136.60614779257094,137426100,0.1747274655355291,3.157144017622285
2022-05-23,140.55438232421875,140.7016976717336,135.19187888015,135.32937819993117,117726300,4.011936668988247,3.320490155524536
2022-05-24,137.8534698486328,139.43471927603565,134.87758039617586,138.2954308094958,104132700,-1.9216138486210288,3.2541552857825127
2022-05-25,138.01065063476562,139.257960660006,135.86957246588344,135.9579616828589,92482700,0.11402018846924378,3.2561426841171515
2022-05-26,141.21238708496094,141.76238425203672,134.6909642722216,134.93649979225893,90601500,2.319919828990913,3.112660452124386
2022-05-27,146.96780395507812,147.0070830613322,142.6660149844481,142.7936983058082,90978500,4.075716719280731,3.190855114884037
2022-05-31,146.18203735351562,147.9695433008326,144.2177530085784,146.40794084331958,103718400,-0.5346522030108547,3.190209286193395
2022-06-01,146.05435180664062,149.0302410387393,145.04273170111645,147.22308826530934,74286600,-0.08734694712607682,3.17798594663893
2022-06-02,148.50973510742188,148.5686612441736,144.23741035730646,145.19008953159607,72348100,1.6811435403389474,3.0451826722078645
2022-06-03,142.78384399414062,145.327588805216,141.88027492949882,144.27668941243508,88570300,-3.8555661749309134,2.9135500818984665
2022-06-06,143.53025817871094,145.91687147884687,142.31239647541148,144.40436412307008,71598400,0.5227581522465163,2.9142958773039753
2022-06-07,146.05435180664062,146.3391664090359,141.5266763270165,141.77221184112562,67808200,1.758579452136777,2.8605107714053584
2022-06-08,145.31776428222656,147.19364446593215,144.82669318974126,145.92668764129223,53950200,-0.5043242568966488,2.8339800366969072
2022-06-09,140.09275817871094,145.30793069054988,139.98472194082933,144.45347180040457,69473000,-3.5955728670363785,2.705641524411151
2022-06-10,134.68115234375,138.24631801246798,134.61239520262438,137.77489399581836,91437900,-3.8628733599902154,2.77657788640617
2022-06-13,129.52490234375,132.78560625742455,129.0927574306163,130.49721341200203,122207100,-3.8284866963712805,2.77468745433844
2022-06-14,130.3892364501953,131.499062300989,129.13209521491825,130.75263937576375,84784300,0.6673111431124035,2.7833867697731027
2022-06-15,133.01150512695312,134.88740024350506,129.79991106375064,131.8918636674431,91533000,2.0111082387996415,2.7560210138422043
2022-06-16,127.73739624023438,130.025789079853,126.73560712471962,129.72132743354433,108123900,-3.9651523991739435,2.611416912825039
2022-06-17,129.2106475830078,130.70350817907268,127.49189843838613,127.74726504539257,134520300,1.1533438023135334,2.583436301499563
2022-06-21,133.44366455078125,134.61241624219525,130.93921376781023,131.03741900238268,81000500,3.2760589370578463,2.6966498150006943
2022-06-22,132.9329376220703,135.29988866486136,131.51865061736427,132.38292546422988,73409200,-0.38272849477735127,2.523614279940283
2022-06-23,135.80079650878906,136.11507419750754,133.2079418850883,134.37669341757493,72433800,2.157372685821546,2.5459587115038875
2022-06-24,139.13027954101562,139.375815112003,137.27403122380292,137.40169953003104,89116800,2.4517404299694734,2.6065359696468064
2022-06-27,139.13027954101562,140.92760171899965,138.45259896728206,140.15170092235036,70207900,0.0,2.552333931357285
2022-06-28,134.98562622070312,140.85883237422544,134.86777395244602,139.59187553155968,67083400,-2.9789728979094376,2.438078738994058
2022-06-29,136.74365234375,138.15793948922365,134.2293707457082,135.00527146488074,66242400,1.302380240228307,2.467005219893082
2022-06-30,134.27845764160156,135.8989859736656,131.38114169133365,134.79899171123657,98964500,-1.8027854747885153,2.488802245786641
2022-07-01,136.4490203857422,136.5570566364842,133.23742590571564,133.61062978312276,71051600,1.6164638634247774,2.4860101489363067
2022-07-05,139.03204345703125,139.08115356288656,134.4847204054961,135.3097312194843,73353800,1.8930315981652734,2.3952646677378646
2022-07-06,140.36776733398438,141.54633502633234,138.56062920663072,138.82581180795694,74064300,0.9607309536279196,2.403299766984566
2022-07-07,143.73651123046875,143.93293666537267,140.72132760332855,140.7311436298687,66253700,2.399941211908674,2.433267025322333
2022-07-08,144.41419982910156,144.91510200246088,142.41063609457171,142.66598770215515,64547800,0.4714797881424815,2.433493981510287
2022-07-11,142.282958984375,144.02135515880028,141.21242740803473,143.0686758701149,63141600,-1.4757834390583868,2.311901374681841
2022-07-12,143.2552490234375,145.7989934962315,142.45971631070495,143.15702881773996,77588800,0.6833496056047439,2.116678355757724
2022-07-13,142.89186096191406,143.83470899507392,139.58203186092555,140.4365056872071,71185600,-0.25366474457350074,1.8852779270485056
2022-07-14,145.8186492919922,146.29007333779407,140.69186596170863,141.5070457617974,78140700,2.0482540505636138,1.9164022388633344
2022-07-15,147.48831176757812,148.16599237248846,145.5534901802815,147.10527685866828,76259900,1.1450267052210528,1.891951132612606
2022-07-18,144.4436798095703,148.86332029894717,144.08027695642463,148.04814036588357,81420900,-2.0643208411021408,1.6910682615148576
2022-07-19,148.30349731445312,148.52938586254203,144.28653863291348,145.27849702782842,82982400,2.6721954951379523,1.7489201810069366
2022-07-20,150.30703735351562,150.97490184976564,147.6847194489196,148.42132610705224,64823400,1.3509728869133264,1.6502178344407274
2022-07-21,152.57579040527344,152.79186287917176,149.22668204614965,151.74096357554814,65086600,1.5094123945918803,1.6445538186850728
2022-07-22,151.33831787109375,153.48921211142616,150.67046823670387,152.61510598035494,66675400,-0.811054316607307,1.6404609953809564
2022-07-25,150.21868896484375,152.27136314649474,149.56065530315058,151.25975759338235,53623900,-0.7398185218390418,1.6010955667297802
2022-07-26,148.89279174804688,150.35617431230574,148.1070748417966,149.54099433337262,55138700,-0.8826446469035409,1.6245873956871155
2022-07-27,153.99008178710938,154.52044701167125,149.44277321253915,149.85527117258624,78620700,3.423463271269722,1.563273581619977
2022-07-28,154.5400848388672,154.82489948966665,151.65258430440582,154.17668202554245,81378700,0.35716784183423833,1.5575006450762228
2022-07-29,159.60792541503906,160.70793488273625,156.65168275313596,158.3606155964203,101786900,3.279304901026747,1.5551179768564414
2022-08-01,158.6258087158203,160.66866664290342,158.01688524229766,158.13473753103025,67829400,-0.6153307842733269,1.5793129022117183
2022-08-02,157.15257263183594,159.50972297268584,156.77936877558471,157.24097682201486,59907000,-0.9287492974259237,1.599393915384836
2022-08-03,163.16326904296875,163.61504600881742,157.87933984085964,157.96772903161715,82507500,3.82475215675544,1.7518434203369109
2022-08-04,162.84901428222656,164.20437546779837,161.49365309665475,163.0454397472784,55474100,-0.19260141242906093,1.7205019731946547
2022-08-05,162.622802734375,163.1145559751719,160.31155649978248,160.51809946404907,56697000,-0.13890876088419324,1.7290424939832643
2022-08-08,162.1506805419922,165.04219149479044,161.49173311508682,163.62594000712474,60276900,-0.29031733830954254,1.6732107093880086
2022-08-09,162.19992065429688,163.08508567487823,160.5574662915563,161.31477064083654,63135500,0.030366885997712423,1.6792721671867872
2022-08-10,166.44863891601562,166.54698055787682,164.14722239112217,164.91435623038078,70170500,2.619433008709171,1.7215034209585283
2022-08-11,165.71104431152344,168.16981098772024,165.41598930895566,167.2551419804722,57149200,-0.4431364589675968,1.7150157818764993
2022-08-12,169.26148986816406,169.33032752565057,166.60601007376212,167.01909604715942,68039400,2.142552158422273,1.7442645242937287
2022-08-15,170.33348083496094,170.5301791193321,168.52383260735886,168.6910268994302,54091700,0.6333342378303852,1.6186106454872888
2022-08-16,170.17611694335938,170.84490912166515,168.82871793209483,169.93024033504878,56377100,-0.09238576633917583,1.5712628890081815
2022-08-17,171.6710662841797,173.24466771389544,169.72372757411412,169.92042587693876,79542000,0.878471884111609,1.5645259927279078
2022-08-18,171.2776641845703,172.01529411647135,170.26465361199578,170.88426755707084,62290100,-0.22916039850194858,1.5642086855111406
2022-08-19,168.69102478027344,170.87441022573427,168.48448182965225,170.1761140668042,70346300,-1.5102024053232577,1.6044906318306755
2022-08-22,164.80618286132812,167.05840602639253,164.38326728455968,166.89121173091766,69026800,-2.302933380128236,1.7058178384328233
2022-08-23,164.47178649902344,165.92738691269662,163.90135093265715,164.32426652803133,54147100,-0.202902801641891,1.6839096034350463
2022-08-24,164.76683044433594,165.33726597260625,163.50794341888323,164.56030249873976,53841500,0.17938878855325857,1.538694076514009
