date,news_count,avg_sentiment,sentiment
2023-05-07,4,0.5297619047619048,"{'positive': 3, 'negative': 1}"
2023-05-08,18,0.17777777777777778,"{'neutral': 8, 'positive': 7, 'negative': 3}"
2023-05-09,26,0.19743589743589746,"{'neutral': 11, 'positive': 9, 'negative': 6}"
2023-05-10,20,0.33416666666666667,"{'positive': 10, 'neutral': 9, 'negative': 1}"
2023-05-11,17,0.22188693659281894,"{'neutral': 8, 'positive': 7, 'negative': 2}"
2023-05-12,19,-0.003487886382623218,"{'positive': 8, 'neutral': 6, 'negative': 5}"
2023-05-13,1,0.3321428571428572,{'positive': 1}
2023-05-14,2,0.25,"{'positive': 1, 'neutral': 1}"
2023-05-15,15,0.2785714285714286,"{'neutral': 9, 'positive': 6}"
2023-05-16,17,0.1972455648926237,"{'neutral': 8, 'positive': 7, 'negative': 2}"
2023-05-17,22,0.060497835497835495,"{'neutral': 14, 'positive': 6, 'negative': 2}"
2023-05-18,24,0.11884920634920636,"{'neutral': 11, 'positive': 10, 'negative': 3}"
2023-05-19,26,0.2576923076923077,"{'neutral': 16, 'positive': 9, 'negative': 1}"
2023-05-20,1,0.0,{'neutral': 1}
2023-05-21,7,0.3408163265306122,"{'positive': 5, 'neutral': 2}"
2023-05-22,21,0.3232864357864358,"{'positive': 11, 'neutral': 9, 'negative': 1}"
2023-05-23,25,0.2758989898989899,"{'positive': 11, 'neutral': 10, 'negative': 4}"
2023-05-24,17,0.19037433155080213,"{'positive': 9, 'neutral': 7, 'negative': 1}"
2023-05-25,20,0.17604166666666668,"{'neutral': 13, 'positive': 6, 'negative': 1}"
2023-05-26,14,0.22648809523809524,"{'positive': 6, 'negative': 4, 'neutral': 4}"
2023-05-27,8,0.5267857142857143,"{'positive': 5, 'neutral': 3}"
2023-05-28,4,0.4107142857142857,"{'neutral': 2, 'positive': 2}"
2023-05-29,9,0.6111111111111112,"{'positive': 6, 'neutral': 3}"
2023-05-30,20,0.2403968253968254,"{'positive': 10, 'neutral': 7, 'negative': 3}"
2023-05-31,17,0.36446078431372547,"{'positive': 9, 'neutral': 7, 'negative': 1}"
2023-06-01,22,0.23560606060606062,"{'neutral': 15, 'positive': 7}"
2023-06-02,27,0.29047619047619044,"{'neutral': 17, 'positive': 9, 'negative': 1}"
2023-06-03,5,0.1,"{'neutral': 4, 'positive': 1}"
2023-06-04,5,0.2,"{'neutral': 4, 'positive': 1}"
2023-06-05,30,0.19565656565656564,"{'neutral': 13, 'positive': 12, 'negative': 5}"
2023-06-06,27,0.23147346480679812,"{'neutral': 14, 'positive': 11, 'negative': 2}"
2023-06-07,18,0.22285353535353536,"{'neutral': 9, 'positive': 8, 'negative': 1}"
2023-06-08,25,0.258,"{'positive': 11, 'neutral': 11, 'negative': 3}"
2023-06-09,25,0.32961616161616164,"{'positive': 12, 'neutral': 11, 'negative': 2}"
2023-06-10,7,0.3464285714285714,"{'positive': 4, 'neutral': 3}"
2023-06-11,5,0.35238095238095235,"{'positive': 3, 'neutral': 2}"
2023-06-12,11,0.5704545454545454,"{'positive': 8, 'neutral': 3}"
2023-06-13,30,0.37986531986531985,"{'positive': 17, 'neutral': 11, 'negative': 2}"
2023-06-14,19,0.32149122807017544,"{'neutral': 10, 'positive': 9}"
2023-06-15,26,0.28683816183816185,"{'positive': 14, 'neutral': 11, 'negative': 1}"
2023-06-16,13,0.10384615384615385,"{'neutral': 9, 'positive': 3, 'negative': 1}"
2023-06-17,4,0.0,{'neutral': 4}
2023-06-18,6,0.08333333333333333,"{'neutral': 5, 'positive': 1}"
2023-06-19,13,0.40728021978021983,"{'neutral': 7, 'positive': 6}"
2023-06-20,15,0.2101010101010101,"{'neutral': 10, 'positive': 5}"
2023-06-21,14,0.30892857142857144,"{'positive': 8, 'neutral': 5, 'negative': 1}"
2023-06-22,14,0.5059523809523809,"{'positive': 11, 'neutral': 3}"
2023-06-23,13,0.09935897435897437,"{'neutral': 6, 'positive': 5, 'negative': 2}"
2023-06-24,2,0.5,"{'positive': 1, 'neutral': 1}"
2023-06-25,7,0.2704081632653061,"{'positive': 4, 'neutral': 2, 'negative': 1}"
2023-06-26,20,0.15083333333333332,"{'neutral': 14, 'positive': 5, 'negative': 1}"
2023-06-27,21,0.21394815501958359,"{'positive': 10, 'neutral': 10, 'negative': 1}"
2023-06-28,21,0.3880952380952381,"{'positive': 12, 'neutral': 6, 'negative': 3}"
2023-06-29,26,0.34204545454545454,"{'positive': 14, 'neutral': 9, 'negative': 3}"
2023-06-30,33,0.2784369670733307,"{'neutral': 18, 'positive': 14, 'negative': 1}"
2023-07-01,4,0.3732142857142857,"{'positive': 2, 'neutral': 1, 'negative': 1}"
2023-07-02,7,0.2520408163265306,"{'positive': 4, 'negative': 2, 'neutral': 1}"
2023-07-03,33,0.36463744588744584,"{'neutral': 16, 'positive': 14, 'negative': 3}"
2023-07-04,9,-0.012500000000000004,"{'neutral': 6, 'negative': 2, 'positive': 1}"
2023-07-05,21,0.4642857142857143,"{'positive': 12, 'neutral': 9}"
2023-07-06,20,0.212718253968254,"{'positive': 9, 'neutral': 9, 'negative': 2}"
2023-07-07,19,0.4068922305764411,"{'positive': 12, 'neutral': 5, 'negative': 2}"
2023-07-08,6,0.2951388888888889,"{'positive': 4, 'neutral': 2}"
2023-07-09,3,0.0,{'neutral': 3}
2023-07-10,18,0.1401154401154401,"{'neutral': 12, 'positive': 5, 'negative': 1}"
2023-07-11,20,0.34300865800865804,"{'positive': 11, 'neutral': 9}"
2023-07-12,14,0.39931972789115644,"{'positive': 10, 'neutral': 3, 'negative': 1}"
2023-07-13,18,0.21335978835978833,"{'positive': 9, 'neutral': 8, 'negative': 1}"
2023-07-14,21,0.28015873015873016,"{'neutral': 13, 'positive': 8}"
2023-07-15,5,0.3066666666666667,"{'positive': 3, 'neutral': 2}"
2023-07-16,4,0.3125,"{'neutral': 2, 'positive': 2}"
2023-07-17,24,0.3125,"{'neutral': 14, 'positive': 10}"
2023-07-18,21,0.4002645502645502,"{'positive': 12, 'neutral': 9}"
2023-07-19,15,0.33666666666666667,"{'neutral': 8, 'positive': 6, 'negative': 1}"
2023-07-20,21,0.3510487528344671,"{'positive': 10, 'neutral': 10, 'negative': 1}"
2023-07-21,15,0.34555555555555556,"{'neutral': 9, 'positive': 6}"
2023-07-22,3,0.4166666666666667,"{'positive': 2, 'neutral': 1}"
2023-07-23,3,0.4047619047619047,"{'positive': 2, 'neutral': 1}"
2023-07-24,25,0.23476190476190475,"{'positive': 12, 'neutral': 11, 'negative': 2}"
2023-07-25,18,0.375,"{'neutral': 10, 'positive': 8}"
2023-07-26,29,0.2830795641140469,"{'positive': 15, 'neutral': 12, 'negative': 2}"
2023-07-27,19,0.29618838763575606,"{'positive': 10, 'neutral': 9}"
2023-07-28,19,0.3229323308270677,"{'positive': 12, 'neutral': 5, 'negative': 2}"
2023-07-29,3,0.48333333333333334,"{'positive': 2, 'neutral': 1}"
2023-07-30,13,0.07649572649572649,"{'neutral': 6, 'positive': 5, 'negative': 2}"
2023-07-31,35,0.35518707482993195,"{'positive': 17, 'neutral': 16, 'negative': 2}"
2023-08-01,21,0.2381673881673882,"{'neutral': 12, 'positive': 8, 'negative': 1}"
2023-08-02,28,0.05175930220573078,"{'positive': 13, 'negative': 8, 'neutral': 7}"
2023-08-03,38,0.3631578947368421,"{'positive': 19, 'neutral': 18, 'negative': 1}"
2023-08-04,54,0.2882716049382716,"{'neutral': 26, 'positive': 24, 'negative': 4}"
2023-08-05,8,0.3541666666666667,"{'positive': 4, 'neutral': 3, 'negative': 1}"
2023-08-06,11,0.10974025974025975,"{'neutral': 5, 'positive': 4, 'negative': 2}"
2023-08-07,24,0.4509890572390572,"{'positive': 14, 'neutral': 9, 'negative': 1}"
2023-08-08,18,0.2685185185185185,"{'positive': 10, 'neutral': 6, 'negative': 2}"
2023-08-09,23,0.0644927536231884,"{'neutral': 15, 'positive': 5, 'negative': 3}"
2023-08-10,25,0.35990319865319864,"{'neutral': 14, 'positive': 11}"
2023-08-11,20,0.20753968253968252,"{'neutral': 10, 'positive': 9, 'negative': 1}"
2023-08-12,3,0.0,{'neutral': 3}
2023-08-13,6,0.3333333333333333,"{'neutral': 4, 'positive': 2}"
2023-08-14,15,0.5008585858585859,"{'positive': 11, 'neutral': 4}"
2023-08-15,22,0.24810606060606058,"{'positive': 11, 'neutral': 9, 'negative': 2}"
2023-08-16,14,0.4238095238095238,"{'positive': 9, 'neutral': 5}"
2023-08-17,22,0.27694805194805194,"{'neutral': 11, 'positive': 10, 'negative': 1}"
2023-08-18,20,0.05714285714285715,"{'positive': 10, 'negative': 5, 'neutral': 5}"
2023-08-19,6,0.05529100529100529,"{'neutral': 5, 'positive': 1}"
2023-08-20,5,0.24,"{'positive': 4, 'neutral': 1}"
2023-08-21,15,0.09242424242424242,"{'positive': 7, 'neutral': 5, 'negative': 3}"
2023-08-22,15,0.33999999999999997,"{'neutral': 9, 'positive': 6}"
2023-08-23,30,0.4774025974025974,"{'positive': 16, 'neutral': 14}"
2023-08-24,19,0.19711779448621555,"{'neutral': 10, 'positive': 8, 'negative': 1}"
2023-08-25,20,0.10273809523809525,"{'positive': 10, 'neutral': 7, 'negative': 3}"
2023-08-26,7,0.31428571428571433,"{'positive': 3, 'neutral': 3, 'negative': 1}"
2023-08-27,8,0.25625,"{'neutral': 4, 'positive': 3, 'negative': 1}"
2023-08-28,15,0.3378787878787879,"{'neutral': 8, 'positive': 6, 'negative': 1}"
2023-08-29,12,0.28611111111111115,"{'positive': 6, 'neutral': 5, 'negative': 1}"
2023-08-30,24,0.4213564213564214,"{'positive': 14, 'neutral': 10}"
2023-08-31,25,0.4396666666666667,"{'positive': 16, 'neutral': 7, 'negative': 2}"
2023-09-01,12,0.4069444444444444,"{'positive': 6, 'neutral': 6}"
2023-09-02,2,0.3,"{'neutral': 1, 'positive': 1}"
2023-09-03,2,0.21666666666666665,"{'positive': 1, 'neutral': 1}"
2023-09-04,8,0.26022727272727275,"{'positive': 4, 'neutral': 3, 'negative': 1}"
2023-09-05,22,0.1321969696969697,"{'neutral': 10, 'positive': 9, 'negative': 3}"
2023-09-06,32,0.10737621753246754,"{'neutral': 16, 'positive': 13, 'negative': 3}"
2023-09-07,54,-0.2300251189140078,"{'negative': 23, 'neutral': 16, 'positive': 15}"
2023-09-08,48,0.14873737373737372,"{'neutral': 24, 'positive': 16, 'negative': 8}"
2023-09-09,6,0.2904761904761905,"{'positive': 4, 'neutral': 2}"
2023-09-10,10,0.1860732323232323,"{'neutral': 5, 'positive': 4, 'negative': 1}"
2023-09-11,37,0.34686049686049686,"{'positive': 19, 'neutral': 17, 'negative': 1}"
2023-09-12,54,0.08854784618673507,"{'neutral': 32, 'positive': 17, 'negative': 5}"
2023-09-13,56,0.34186572356215217,"{'positive': 29, 'neutral': 22, 'negative': 5}"
2023-09-14,37,0.3146933865683866,"{'positive': 18, 'neutral': 17, 'negative': 2}"
2023-09-15,21,0.3166666666666667,"{'neutral': 12, 'positive': 9}"
2023-09-16,6,0.4751082251082251,"{'positive': 5, 'neutral': 1}"
2023-09-17,12,0.2947916666666666,"{'neutral': 6, 'positive': 6}"
2023-09-18,22,0.3978650137741047,"{'positive': 13, 'neutral': 9}"
2023-09-19,19,0.11622807017543861,"{'positive': 9, 'neutral': 6, 'negative': 4}"
2023-09-20,26,0.19829059829059828,"{'positive': 11, 'neutral': 11, 'negative': 4}"
2023-09-21,26,0.08537296037296037,"{'neutral': 13, 'positive': 9, 'negative': 4}"
2023-09-22,24,0.18299663299663302,"{'neutral': 17, 'positive': 7}"
2023-09-23,3,0.0,{'neutral': 3}
2023-09-24,8,0.18125,"{'neutral': 4, 'positive': 3, 'negative': 1}"
2023-09-25,15,0.12871212121212122,"{'neutral': 8, 'positive': 4, 'negative': 3}"
2023-09-26,32,-0.0009469696969696927,"{'neutral': 14, 'positive': 10, 'negative': 8}"
2023-09-27,29,0.12273380355276908,"{'neutral': 13, 'positive': 11, 'negative': 5}"
2023-09-28,22,0.21805555555555556,"{'neutral': 12, 'positive': 7, 'negative': 3}"
2023-09-29,25,0.42733333333333334,"{'positive': 14, 'neutral': 11}"
2023-09-30,6,0.34761904761904766,"{'positive': 3, 'neutral': 2, 'negative': 1}"
2023-10-01,5,0.8,"{'positive': 4, 'neutral': 1}"
2023-10-02,26,0.3794642857142857,"{'positive': 14, 'neutral': 11, 'negative': 1}"
2023-10-03,21,0.38033395176252316,"{'positive': 11, 'neutral': 10}"
2023-10-04,24,0.21708228114478115,"{'positive': 11, 'neutral': 11, 'negative': 2}"
2023-10-05,19,0.052161654135338346,"{'positive': 9, 'neutral': 6, 'negative': 4}"
2023-10-06,13,0.37069597069597066,"{'positive': 8, 'neutral': 4, 'negative': 1}"
2023-10-07,5,-0.014999999999999996,"{'neutral': 3, 'negative': 1, 'positive': 1}"
2023-10-08,5,0.2619047619047619,"{'positive': 4, 'neutral': 1}"
2023-10-09,28,0.0453553391053391,"{'neutral': 18, 'positive': 7, 'negative': 3}"
2023-10-10,20,0.195,"{'neutral': 11, 'positive': 6, 'negative': 3}"
2023-10-11,22,0.3898268398268398,"{'positive': 12, 'neutral': 7, 'negative': 3}"
2023-10-12,13,0.2371794871794872,"{'neutral': 9, 'positive': 4}"
2023-10-13,20,-0.0044047619047619,"{'neutral': 13, 'positive': 4, 'negative': 3}"
2023-10-14,5,0.05,"{'neutral': 4, 'positive': 1}"
2023-10-15,10,0.42874999999999996,"{'positive': 6, 'neutral': 3, 'negative': 1}"
2023-10-16,24,0.4680555555555555,"{'positive': 14, 'neutral': 10}"
2023-10-17,17,0.3284313725490196,"{'positive': 9, 'neutral': 7, 'negative': 1}"
2023-10-18,18,0.3829365079365079,"{'neutral': 9, 'positive': 9}"
2023-10-19,27,0.31389824167601943,"{'neutral': 13, 'positive': 12, 'negative': 2}"
2023-10-20,16,0.3853174603174603,"{'positive': 9, 'neutral': 7}"
2023-10-21,4,0.525,"{'positive': 3, 'neutral': 1}"
2023-10-22,6,-0.3592592592592592,"{'neutral': 3, 'negative': 3}"
2023-10-23,28,0.2673063543599258,"{'positive': 13, 'neutral': 13, 'negative': 2}"
2023-10-24,23,0.39288537549407115,"{'positive': 14, 'neutral': 8, 'negative': 1}"
2023-10-25,32,0.058101851851851856,"{'neutral': 18, 'positive': 8, 'negative': 6}"
2023-10-26,25,0.24831746031746033,"{'neutral': 13, 'positive': 10, 'negative': 2}"
2023-10-27,22,0.3352272727272727,"{'neutral': 13, 'positive': 9}"
2023-10-28,4,0.175,"{'neutral': 3, 'positive': 1}"
2023-10-29,8,-0.06249999999999997,"{'neutral': 4, 'negative': 2, 'positive': 2}"
2023-10-30,45,0.3818841189674523,"{'positive': 23, 'neutral': 20, 'negative': 2}"
2023-10-31,20,0.29141414141414146,"{'neutral': 10, 'positive': 9, 'negative': 1}"
2023-11-01,30,0.22944444444444445,"{'neutral': 14, 'positive': 13, 'negative': 3}"
2023-11-02,43,0.5414728682170543,"{'positive': 27, 'neutral': 16}"
2023-11-03,34,-0.059313725490196076,"{'neutral': 14, 'positive': 10, 'negative': 10}"
2023-11-04,3,0.3333333333333333,"{'neutral': 2, 'positive': 1}"
2023-11-05,6,0.03720238095238095,"{'neutral': 3, 'positive': 2, 'negative': 1}"
2023-11-06,24,0.2244047619047619,"{'neutral': 15, 'positive': 9}"
2023-11-07,24,0.28253968253968254,"{'positive': 12, 'neutral': 11, 'negative': 1}"
2023-11-08,24,0.19305555555555554,"{'neutral': 11, 'positive': 9, 'negative': 4}"
2023-11-09,23,0.13129117259552042,"{'positive': 10, 'neutral': 10, 'negative': 3}"
2023-11-10,16,0.3375,"{'positive': 9, 'neutral': 7}"
2023-11-11,5,0.13000000000000003,"{'neutral': 4, 'positive': 1}"
2023-11-12,3,-0.11666666666666665,"{'neutral': 2, 'negative': 1}"
2023-11-13,19,0.28383458646616544,"{'neutral': 9, 'positive': 9, 'negative': 1}"
2023-11-14,26,0.3095695970695971,"{'positive': 13, 'neutral': 11, 'negative': 2}"
2023-11-15,19,0.21107456140350878,"{'positive': 9, 'neutral': 8, 'negative': 2}"
2023-11-16,15,0.47428571428571425,"{'positive': 9, 'neutral': 6}"
2023-11-17,15,0.4321957671957672,"{'positive': 11, 'neutral': 4}"
2023-11-18,8,0.3000811688311688,"{'positive': 5, 'neutral': 3}"
2023-11-19,5,0.43,"{'positive': 3, 'neutral': 2}"
2023-11-20,10,0.42750000000000005,"{'positive': 5, 'neutral': 3, 'negative': 2}"
2023-11-21,12,0.38425925925925924,"{'positive': 8, 'neutral': 2, 'negative': 2}"
2023-11-22,13,0.22642357642357644,"{'neutral': 6, 'positive': 6, 'negative': 1}"
2023-11-23,12,0.23194444444444448,"{'neutral': 8, 'positive': 3, 'negative': 1}"
2023-11-24,17,0.1750700280112045,"{'positive': 7, 'neutral': 6, 'negative': 4}"
2023-11-25,4,0.25,"{'neutral': 3, 'positive': 1}"
2023-11-26,5,0.2290909090909091,"{'neutral': 4, 'positive': 1}"
2023-11-27,12,0.319047619047619,"{'neutral': 6, 'positive': 6}"
2023-11-28,13,0.012820512820512818,"{'neutral': 7, 'positive': 4, 'negative': 2}"
2023-11-29,20,0.4542460317460318,"{'positive': 11, 'neutral': 9}"
2023-11-30,12,0.29543650793650794,"{'neutral': 7, 'positive': 5}"
2023-12-01,20,0.2606709956709957,"{'neutral': 10, 'positive': 9, 'negative': 1}"
2023-12-02,4,0.55,"{'positive': 3, 'neutral': 1}"
2023-12-03,15,0.34574074074074074,"{'positive': 8, 'neutral': 6, 'negative': 1}"
2023-12-04,24,0.26407602813852815,"{'positive': 13, 'neutral': 7, 'negative': 4}"
2023-12-05,22,0.26539502164502166,"{'neutral': 13, 'positive': 8, 'negative': 1}"
2023-12-06,20,0.27416666666666667,"{'neutral': 13, 'positive': 7}"
2023-12-07,19,0.44266917293233077,"{'positive': 10, 'neutral': 9}"
2023-12-08,12,0.371780303030303,"{'neutral': 6, 'positive': 6}"
2023-12-09,4,0.4425595238095238,"{'positive': 3, 'neutral': 1}"
2023-12-10,8,0.09375,"{'neutral': 3, 'positive': 3, 'negative': 2}"
2023-12-11,36,0.17719907407407406,"{'neutral': 24, 'positive': 11, 'negative': 1}"
2023-12-12,37,0.33431613431613433,"{'neutral': 18, 'positive': 17, 'negative': 2}"
2023-12-13,22,0.6772727272727272,"{'positive': 17, 'neutral': 5}"
2023-12-14,10,-0.01499999999999999,"{'neutral': 6, 'positive': 3, 'negative': 1}"
2023-12-15,5,0.14363636363636365,"{'neutral': 3, 'positive': 2}"
2023-12-16,40,0.31148809523809523,"{'positive': 20, 'neutral': 15, 'negative': 5}"
