Price,Close,Volume,Returns,Volatility
Ticker,AAPL,AAPL,,
Date,,,,
2020-11-17,116.22048950195312,74271000,,
2020-11-18,114.89655303955078,76322100,-1.1391592550297203,
2020-11-19,115.49038696289062,74113000,0.5168422442885845,
2020-11-20,114.22489166259766,73604300,-1.0957581263448368,
2020-11-23,110.8275375366211,127959300,-2.974267759440574,
2020-11-24,112.11251068115234,113874200,1.1594348959586442,
2020-11-25,112.94966888427734,76499200,0.7467125640472583,
2020-11-27,113.49478912353516,46691300,0.48262225524211555,
2020-11-30,115.88951110839844,169410200,2.1099840824028604,
2020-12-01,119.46208190917969,127728200,3.082738693616216,
2020-12-02,119.81250762939453,89004200,0.29333635795938395,
2020-12-03,119.67621612548828,78967600,-0.11375398662702985,
2020-12-04,119.0045394897461,78260400,-0.5612448801338155,
2020-12-07,120.46472930908203,86712000,1.2270034618820258,
2020-12-08,121.07798767089844,82225500,0.5090771094026447,
2020-12-09,118.5470199584961,115089200,-2.090361560419851,
2020-12-10,119.96826934814453,81312200,1.1988908621625605,
2020-12-11,119.16030883789062,86939800,-0.6734785078121197,
2020-12-14,118.5470199584961,79184500,-0.514675469857051,
2020-12-15,124.48509216308594,157243700,5.00904384325207,
2020-12-16,124.41693878173828,98208600,-0.054748227408929484,1.761668073080744
2020-12-17,125.2833023071289,94359800,0.6963388859056119,1.7271548491786537
2020-12-18,123.29747772216797,192541500,-1.5850672423151302,1.7856831081144782
2020-12-21,124.82575225830078,121251600,1.2395018652178402,1.7628855879162588
2020-12-22,128.37889099121094,168904800,2.8464789265260526,1.6425604937736986
2020-12-23,127.48331451416016,88223700,-0.6976041544961564,1.6704717342236532
2020-12-24,128.4665069580078,54930100,0.7712322570170072,1.6705496198758683
2020-12-28,133.06121826171875,124486200,3.5765830429349332,1.7922051443002234
2020-12-29,131.2895050048828,121047300,-1.3315023565703021,1.826064355959478
2020-12-30,130.1700897216797,96452100,-0.85263120091853,1.759983019420826
2020-12-31,129.16741943359375,99116600,-0.7702770200356923,1.780741872691686
2021-01-04,125.9744644165039,143301900,-2.4719507683060638,1.8906351367042438
2021-01-05,127.53196716308594,97664900,1.2363638565928259,1.891590136774227
2021-01-06,123.23906707763672,155088000,-3.366136491848759,2.053149523949774
2021-01-07,127.44434356689453,109578200,3.4122917261363295,2.1798062021349547
2021-01-08,128.5443878173828,105158200,0.8631565903204352,2.109767412044135
2021-01-11,125.55587005615234,100384500,-2.3248916673640596,2.187579849664023
2021-01-12,125.38066864013672,91951100,-0.13954060127755463,2.178952580054536
2021-01-13,127.41516876220703,88636800,1.622658535910082,2.190458608959769
2021-01-14,125.48773956298828,90221800,-1.512715650689822,1.9364025943731407
2021-01-15,123.76473236083984,111598500,-1.3730482421221546,1.9626970171694467
2021-01-19,124.43640899658203,90757300,0.5427043899581152,1.960094012946121
2021-01-20,128.52490234375,104319500,3.2856085932857937,2.055123827603258
2021-01-21,133.2364044189453,120150900,3.6658281696990036,2.1854690056796926
2021-01-22,135.37802124023438,114459400,1.6073811287754536,2.1277477316187103
2021-01-25,139.1258087158203,157611700,2.7683869517750814,2.1837300574734995
2021-01-26,139.3594512939453,98390600,0.16793618688122347,2.183378272869547
2021-01-27,138.2886505126953,140843800,-0.7683732759476758,2.066901450031833
2021-01-28,133.45054626464844,142621100,-3.49855482001592,2.2043636979692036
2021-01-29,128.4567413330078,177523800,-3.7420640614968415,2.35962634525438
2021-02-01,130.5789031982422,106239800,1.65204398244303,2.3822155297758245
2021-02-02,131.4062957763672,83305400,0.6336341919405353,2.3070541667883684
2021-02-03,130.3842315673828,89880900,-0.7777893767919375,2.3050771406657633
2021-02-04,133.7426300048828,84183100,2.57577039579695,2.210945501391238
2021-02-05,133.32826232910156,75693800,-0.30982468025798626,2.100881763271379
2021-02-08,133.4745330810547,71297200,0.10970723640879587,2.095999547582681
2021-02-09,132.5970916748047,76774200,-0.657384885337764,2.0217403242791026
2021-02-10,131.99269104003906,73046600,-0.4558174143426297,2.0265298046170215
2021-02-11,131.73919677734375,64280000,-0.19205174218200893,2.003595214284551
2021-02-12,131.97314453125,60145100,0.17758401419560865,1.9634131053511357
2021-02-16,129.84786987304688,80576300,-1.6103841927475493,1.9745556105352764
2021-02-17,127.55683898925781,97918500,-1.7643962015156833,2.0238671950019316
2021-02-18,126.4552001953125,96856700,-0.8636454169565044,1.8932604147486183
2021-02-19,126.61116027832031,87668800,0.12333228112955119,1.679592101544214
2021-02-22,122.83826446533203,103916400,-2.979907778030466,1.7264267362718015
2021-02-23,122.70178985595703,158273000,-0.11110105631093603,1.5535040983346826
2021-02-24,122.20458984375,111039900,-0.4052100729669106,1.5435642622262118
2021-02-25,117.9540023803711,148199500,-3.4782551693137598,1.6689707065574686
2021-02-26,118.21720886230469,164560400,0.22314332419584026,1.5532215462770687
2021-03-01,124.5833511352539,116307900,5.3851231425741775,1.8846580291344392
2021-03-02,121.9803695678711,102260900,-2.089349454532563,1.8834923058228517
2021-03-03,118.99713897705078,112966300,-2.4456644961715845,1.9265140684190238
2021-03-04,117.11556243896484,178155000,-1.5811947701102391,1.941427576787117
2021-03-05,118.37320709228516,153766600,1.0738493050193476,1.8419816739132726
2021-03-08,113.44017028808594,154376600,-4.167359257533143,2.0055207933172627
2021-03-09,118.0514907836914,129525800,4.064980230455251,2.2753057658661793
2021-03-10,116.9693374633789,111943300,-0.9166790805677838,2.2764622523758224
2021-03-11,118.89965057373047,103026500,1.6502727571282572,2.331559497700567
2021-03-12,117.99298095703125,88105100,-0.7625502785956306,2.3311434035330145
2021-03-15,120.87870025634766,92403800,2.4456703067509356,2.4205184924890433
2021-03-16,122.4190673828125,115227900,1.2743081479186902,2.431177699647379
2021-03-17,121.62938690185547,111932600,-0.64506330414007,2.407644036136739
2021-03-18,117.50552368164062,121229700,-3.390515503907332,2.5079461066666244
2021-03-19,116.97908020019531,185549500,-0.4480159442305176,2.505684315817649
2021-03-22,120.29377746582031,111912300,2.8335812351681255,2.5235315288435958
2021-03-23,119.46509552001953,95467100,-0.6888818052423695,2.5272769647030713
2021-03-24,117.07656860351562,88530500,-1.9993512800595803,2.5621943317137386
2021-03-25,117.56401062011719,98844700,0.41634463874005156,2.443841112101708
2021-03-26,118.1684799194336,94071200,0.5141618562755745,2.4460321536744645
2021-03-29,118.34395599365234,80819200,0.14849651475452585,2.0976679311307245
2021-03-30,116.89134979248047,85671900,-1.2274443497983012,2.0661980231793153
2021-03-31,119.08486938476562,118323800,1.8765456949375148,2.0440528880000874
2021-04-01,119.91353607177734,75089100,0.6958622798117764,2.013146336011596
2021-04-05,122.74079132080078,88651200,2.3577448732152506,2.0643968490614615
2021-04-06,123.04299926757812,80171300,0.2462163910834425,1.7905175411480887
2021-04-07,124.69058227539062,83466700,1.339030272034858,1.591304610431592
2021-04-08,127.0888900756836,88844600,1.9234073307927035,1.6049953904835486
2021-04-09,129.66262817382812,106686700,2.0251479862730903,1.6221185796973951
2021-04-12,127.9468002319336,91420000,-1.32330183805488,1.6487482041959893
2021-04-13,131.05673217773438,91266500,2.4306445648998753,1.6477790971996344
2021-04-14,128.71697998046875,87222800,-1.7852972208192597,1.7051193465879737
2021-04-15,131.12498474121094,89347100,1.870774750236981,1.7271090235043247
2021-04-16,130.79351806640625,84922400,-0.25278681668400305,1.4920678437037458
2021-04-19,131.45643615722656,94264200,0.5068432294051073,1.4736956911665935
2021-04-20,129.76986694335938,94812300,-1.282987172914063,1.4315113368369083
2021-04-21,130.1501007080078,68847100,0.2930062067601602,1.4092430424697808
2021-04-22,128.62924194335938,84566500,-1.1685421343318736,1.3443459065795231
2021-04-23,130.9495086669922,78657500,1.8038407819075175,1.3762986402332518
2021-04-26,131.33949279785156,66905100,0.29781259573191665,1.377441333218474
2021-04-27,131.01776123046875,66015800,-0.2449617860775466,1.3860909509220536
2021-04-28,130.2280731201172,107760100,-0.6027336316352216,1.3512630052397752
2021-04-29,130.13052368164062,151101000,-0.07490661279045963,1.3205645087841813
2021-04-30,128.1612548828125,109839500,-1.5133027541223698,1.3897390909941532
2021-05-03,129.21417236328125,75135100,0.8215567812842606,1.3128061847280519
2021-05-04,124.641845703125,137564700,-3.5385643668415123,1.5644040911197774
2021-05-05,124.88556671142578,84000900,0.19553706616417532,1.5364696894632226
2021-05-06,126.48445129394531,78128300,1.280279718963917,1.5008330661126605
2021-05-07,127.15826416015625,78973300,0.5327238718417782,1.429567641119937
2021-05-10,123.87700653076172,88071200,-2.580451731601008,1.512015756565966
2021-05-11,122.95903778076172,126142800,-0.7410323963326082,1.3883084258689748
2021-05-12,119.89263916015625,112172300,-2.4938375217874675,1.436174364994377
2021-05-13,122.04106140136719,105861300,1.7919550826977826,1.4298695772335517
2021-05-14,124.46292877197266,81918000,1.98446927845084,1.5222811043736295
2021-05-17,123.31058502197266,74244600,-0.9258529920272096,1.5191583677075273
2021-05-18,121.92386627197266,63342900,-1.1245739769646712,1.5142139532741956
2021-05-19,121.76761627197266,92612000,-0.12815374444529182,1.5084450139419627
2021-05-20,124.32621002197266,76857100,2.1012103450274378,1.5869498935468414
2021-05-21,122.49028015136719,79295400,-1.4767038022642232,1.542420923567455
2021-05-24,124.12114715576172,63092900,1.3314256464914465,1.5811116376115948
2021-05-25,123.92583465576172,72009500,-0.15735634456786052,1.5813068543930209
2021-05-26,123.87700653076172,56575900,-0.03940108625101191,1.5800081820688265
2021-05-27,122.34378814697266,94625600,-1.2376940860355123,1.595022852548678
2021-05-28,121.68949890136719,71311100,-0.5347956406413279,1.5705340217783725
2021-06-01,121.36724090576172,67637100,-0.2648198887454267,1.5502892565534228
2021-06-02,122.12895202636719,59278900,0.6276085003834808,1.360718231250744
2021-06-03,120.64457702636719,76229200,-1.2154161444696054,1.3813919100937992
2021-06-04,122.93949890136719,75169300,1.9022171833703139,1.422007509785003
2021-06-07,122.94927215576172,71057600,0.007949645542626449,1.4139067842851927
2021-06-08,123.76959228515625,74403800,0.6672021029577868,1.303298309355577
2021-06-09,124.15043640136719,56877900,0.3077041050062679,1.2928121318148125
2021-06-10,123.15433502197266,71186400,-0.8023341747863233,1.1663568420569352
2021-06-11,124.36528015136719,53522400,0.9832744654733272,1.1191636750202458
2021-06-14,127.42193603515625,96906500,2.45780484719591,1.1651644141271813
2021-06-15,126.60160827636719,62746300,-0.6437884906745794,1.1534366009562504
2021-06-16,127.09965515136719,91815000,0.393396957416825,1.1152913299939253
2021-06-17,128.70120239257812,96721700,1.2600720586563474,1.1358871386586773
2021-06-18,127.40241241455078,108953300,-1.0091513939905816,1.085719537152456
2021-06-21,129.1992645263672,79663300,1.4103752650850065,1.0525760901546977
2021-06-22,130.83990478515625,74783600,1.2698526302014956,1.0494002299177838
2021-06-23,130.56649780273438,60214200,-0.2089629940275617,1.050566906451857
2021-06-24,130.2832794189453,68711000,-0.2169150498445349,1.0540319621329726
2021-06-25,129.99029541015625,70783700,-0.22488227967222274,1.0014231849440725
2021-06-28,131.6211395263672,62111300,1.2545891299540202,1.0020664802473362
2021-06-29,133.13482666015625,64556100,1.1500334514926713,1.0027682358362175
2021-06-30,133.75006103515625,63261400,0.4621137762626626,1.0020690392258074
2021-07-01,134.0527801513672,52485800,0.22633194621972663,0.923996300450995
2021-07-02,136.6797637939453,78852600,1.959663678449508,0.9285568317045623
2021-07-06,138.6914825439453,108181800,1.471848278164134,0.9424005418253886
2021-07-07,141.1816864013672,104911600,1.7954987658545196,0.9791597957846471
2021-07-08,139.8828582763672,105575500,-0.9199692666282067,1.0393572333611982
2021-07-09,141.7090606689453,99890800,1.3055226459342872,0.9952402732360232
2021-07-12,141.1133270263672,76299700,-0.42039206227599824,1.0239470782469624
2021-07-13,142.2266082763672,100827100,0.7889270797165615,0.9317468863995669
2021-07-14,145.65432739257812,127050800,2.410040679273151,0.9741773787306319
2021-07-15,145.00001525878906,106820300,-0.44922258439017426,1.0061895108045114
2021-07-16,142.95901489257812,93251400,-1.4075863113312437,1.0960626590293896
2021-07-19,139.11141967773438,121434600,-2.6913974034690313,1.2711506854026768
2021-07-20,142.7246551513672,96350000,2.597367981725185,1.3440546865581395
2021-07-21,141.99224853515625,74993500,-0.5131605435894637,1.3499556643103048
2021-07-22,143.35946655273438,77338200,0.9628821514433561,1.3467166947109765
2021-07-23,145.07818603515625,71447400,1.1988880286392778,1.34552801919256
2021-07-26,145.4980926513672,72434100,0.2894347025466537,1.334854605803214
2021-07-27,143.3301239013672,104818600,-1.4900324193216297,1.4006187344729872
2021-07-28,141.58209228515625,118931200,-1.2195842497239817,1.4368257148804668
2021-07-29,142.2266082763672,56699500,0.4552242312628296,1.436790135086493
2021-07-30,142.44146728515625,70440600,0.15106808169929042,1.4371400480739513
2021-08-02,142.10940551757812,62880000,-0.23312155786303634,1.3877601198302563
2021-08-03,143.90631103515625,64786600,1.2644522092212007,1.3785327861485825
2021-08-04,143.50588989257812,56368300,-0.2782512731358322,1.3288069677222005
2021-08-05,143.6133270263672,46397700,0.0748660099383347,1.3074569329661603
